xuhao,type,content,answer,A,B,C,D,E,F
136,单选题,136.党的十九大报告指出，要建设____劳动者大军，弘扬劳模精神和工匠精神，营造劳动光荣的社会风尚和精益求精的敬业风气。,D,知识型、技能型、学习型,知识型、技术型、创新型,知识型、技术型、学习型,知识型、技能型、创新型,,
137,单选题,137.党的十九大报告指出，要倡导____，强化知识产权创造、保护、运用。,A,创新文化,学习文化,产权文化,大众文化,,
138,单选题,138.我国是工人阶级领导的、以工农联盟为基础的人民民主专政的社会主义国家，国家一切权力属于____。,A,人民,公民,民众,群众,,
139,单选题,139.全面推进依法治国总目标是____。,B,建设中国特色社会主义法律体系、建设社会主义法制国家,建设中国特色社会主义法治体系、建设社会主义法治国家,建设中国特色社会主义法律体系、建设社会主义法治国家,建设中国特色社会主义法制体系、建设社会主义法制国家,,
140,单选题,140.中国特色社会主义进入新时代，意味着中国特色社会主义道路、理论、制度、文化不断发展，拓展了发展中国家走向现代化的途径，给世界上那些既希望加快发展又希望保持自身独立性的国家和民族提供了全新选择，为解决人类问题贡献了____。,C,中国道路和中国模式,中国智慧和中国模式,中国智慧和中国方案,中国模式和中国方案,,
141,单选题,141.全党要更加自觉地坚持党的领导和我国____，坚决反对一切削弱、歪曲、否定党的领导和我国社会主义制度的言行。,B,社会制度,社会主义制度,政治制度,政治体制,,
142,单选题,142.中国特色社会主义进入新时代意味着近代以来久经磨难的中华民族迎来了____的伟大飞跃，迎来了实现中华民族伟大复兴的光明前景。,A,从站起来、富起来到强起来,从站起来、好起来到富起来,从站起来、强起来到富起来,从好起来、富起来到强起来,,
143,单选题,143.党的十九大报告指出，以城市群为主体构建大中小城市和小城镇协调发展的城镇格局，加快____。,C,农村人口城镇化,农村人口市民化,农业转移人口市民化,农业就业人口城镇化,,
144,单选题,144.党的十八大以来的五年，全面推进中国特色大国外交，形成____的外交布局，为我国发展营造了良好外部条件。,B,多角度、多层次、多元化,全方位、多层次、立体化,全方位、多样化、整体性,系统性、多层次、多渠道,,
145,单选题,145.我们党要增强政治领导本领，坚持____，科学制定和坚决执行党的路线方针政策，把党总揽全局、协调各方落到实处。,D,大局思维、科学思维、历史思维、法治思维、底线思维,战略思维、创造思维、唯物思维、法制思维、红线思维,战斗思维、创新思维、辩证思维、法律思维、底线思维,战略思维、创新思维、辩证思维、法治思维、底线思维,,
146,单选题,146.中国共产党领导人民发展社会主义市场经济。发挥市场在资源配置中的____作用，更好发挥政府作用，建立完善的宏观调控体系。,B,基础性,决定性,根本性,指导性,,
147,单选题,147.党的中央和省、自治区、直辖市委员会实行巡视制度，在一届任期内，对所管理的地方、部门、企事业单位党组织实现____全覆盖。,A,巡视,巡查,监察,纪律检察,,
148,单选题,148.中国共产党领导人民构建社会主义和谐社会。加强和创新____。,B,社会发展,社会治理,基层管理,基层治理,,
149,单选题,149.社会主义政治发展的必然要求是____。,A,坚持党的领导、人民当家作主、依法治国的有机统一,坚持党的领导、人民当家作主、依法执政的有机统一,坚持党的领导、人民大表大会制度、依宪治国的有机统一,坚持党的领导、人民代表大会制度、依法治国的有机统一,,
150,单选题,150.坚持中国特色社会主义政治发展道路，必须坚持和完善人民大表大会制度、中国共产党领导的多党合作和政治协商制度、民族区域自治制度和____。,C,信访制度,村民自治制度,基层群众自治制度,职工代表大会制度,,
151,单选题,151.坚持____。统筹发展和安全，增强忧患意识，做到居安思危是我们党治国理政的一个重大原则。,B,系统国家安全观,总体国家安全观,全局国家安全观,战略国家安全观,,
152,单选题,152.党的十九大报告指出，统筹推进____“五位一体”全面布局。,A,经济建设、政治建设、文化建设、社会建设、生态文明建设,经济建设、政治建设、文化建设、社会建设、法制建设,经济建设、政治建设、思想建设、社会建设、生态文明建设,经济建设、政治建设、文化建设、社会建设、党的建设,,
153,单选题,153.党的十九大报告指出，到本世纪中叶我国建成富强民主文明和谐美丽的社会主义现代化强国时，我国____将全面提升。,D,物质文明、政治文明、精神文明、社会文明、制度文明,物质文明、政治文明、精神文明、社会文明、法治文明,物质文明、政治文明、精神文明、社会文明、政党文明,物质文明、政治文明、精神文明、社会文明、生态文明,,
154,单选题,154.加强社区治理体系建设，推动社会治理重心向基层下移，发挥社会组织作用，实现____。,B,政府治理和社会调节良性互动。,政府治理和社会调节、居民自治良性互动。,社会调节和居民自治良性互动。,政府治理和市场调节、居民自治良性互动。,,
155,单选题,155.全面准确贯彻“一国两制”方针，牢牢掌握宪法和基本法赋予的中央对香港、澳门____，深化内地和港澳地区交流合作，保持香港、澳门繁荣稳定。,D,全面管理权,综合治理权,综合管理权,全面管治权,,
156,单选题,156.____是最高政治领导力量。,A,中国共产党,中央政治局常委会,中央委员会,人民代表大会,,
157,单选题,157.推动新型工业化、信息化、城镇化、农业现代化同步发展，主动参与和推动经济全球化进程，发展更高层次的____，不断壮大我国经济实力和综合国力。,B,全民所有制经济,开放型经济,集体经济,私有制经济,,
158,单选题,158.深入开展脱贫攻坚，保证全体人民在共建共享发展中有更多____，不断促进人的全面发展、全体人民共同富裕。,B,参与感,获得感,满足感,幸福感,,
159,单选题,159.实施乡村振兴战略，必须始终把解决好____问题作为全党工作重中之重。,D,农业,农村,农民,三农,,
160,单选题,160.发展多种形式适度规模经营，培育新型农业经营主体，健全农业社会化服务体系，实现____和现代农业发展有机衔接。,A,小农户,大农户,中等农户,富裕农户,,
161,单选题,161.深化金融体制改革，增强金融服务实体经济能力，提高____比重，促进多层次资本市场健康发展。,A,直接融资,间接融资,小额融资,大额融资,,
162,单选题,162.____的变化对党和国家工作提出了许多新要求。,C,社会主要任务,社会主要问题,社会主要矛盾,社会主要发展,,
163,单选题,163.没有高度的文化自信，没有文化的____，就没有中华民族伟大复兴。,A,繁荣兴盛,繁荣发展,传承创新,创新性发展,,
164,单选题,164.发展社会主义先进文化，不忘本来、吸收外来、面向未来，更好构筑中国精神、中国价值、中国力量，为人民提供____。,B,精神粮食,精神指引,精神引导,精神引领,,
165,单选题,165.党的十九大报告指出，统筹外部安全和内部安全、国土安全和____、传统安全和非传统安全、自身安全和共同安全。,D,国家安全,人民安全,公民安全,国民安全,,
166,单选题,166.党的十九大报告指出，到我国基本实现社会主义现代化时，城乡区域发展差距和居民生活水平差距显著缩小，基本公共服务____基本实现。,C,法治化,平均化,均等化,等量化,,
167,单选题,167.党的十九大报告指出，着力构建市场机制有效、____有活力、宏观调控有度的经济体制，不断增强我国经济创新力和竞争力。,A,微观主体,中观主体,宏观主体,虚拟主体,,
168,单选题,168.党的十九大报告指出，把提高____作为主攻方向，显著增强我国经济质量优势。,B,生产体系质量,供给体系质量,供给体系数量,供给体系效率,,
169,单选题,169.事实证明，____是解决历史遗留的香港、澳门问题的最佳方案，也是香港、澳门回归后保持长期繁荣稳定的最佳制度。,A,“一国两制”,“九二共识”,“领土统一”,“一个中国”,,
